order_id,product_id,quantity,order_date,status
2026011300138,4,6,2026-01-13,DELIVERED
2026011300139,3,48,2026-01-13,SHIPPED
2026011300140,3,34,2026-01-13,DELIVERED
2026011300141,4,7,2026-01-13,SHIPPED
2026011300142,2,71,2026-01-13,DELIVERED
2026011300143,4,86,2026-01-13,DELIVERED
2026011300144,4,24,2026-01-13,PENDING
2026011300145,4,15,2026-01-13,PENDING
2026011300146,5,80,2026-01-13,SHIPPED
2026011300147,3,52,2026-01-13,PENDING
2026011300148,3,33,2026-01-13,CONFIRMED
2026011300149,4,68,2026-01-13,DELIVERED
2026011300150,4,86,2026-01-13,SHIPPED
2026011300151,1,4,2026-01-13,SHIPPED
2026011300152,3,15,2026-01-13,SHIPPED
2026011300153,5,28,2026-01-13,PENDING
2026011300154,4,11,2026-01-13,SHIPPED
2026011300155,3,98,2026-01-13,DELIVERED
2026011300156,2,7,2026-01-13,SHIPPED
2026011300157,2,93,2026-01-13,SHIPPED
2026011300158,4,32,2026-01-13,CONFIRMED
2026011300159,5,6,2026-01-13,CONFIRMED
2026011300160,4,73,2026-01-13,DELIVERED
2026011300161,4,83,2026-01-13,PENDING
2026011300162,5,49,2026-01-13,CONFIRMED
2026011300163,1,16,2026-01-13,PENDING
2026011300164,5,69,2026-01-13,DELIVERED
2026011300165,1,42,2026-01-13,CONFIRMED
2026011300166,4,90,2026-01-13,DELIVERED
2026011300167,1,77,2026-01-13,PENDING
2026011300168,4,47,2026-01-13,SHIPPED
2026011300169,4,69,2026-01-13,SHIPPED
2026011300170,2,26,2026-01-13,SHIPPED
2026011300171,4,43,2026-01-13,CONFIRMED
2026011300172,4,33,2026-01-13,PENDING
2026011300173,1,27,2026-01-13,PENDING
2026011300174,3,100,2026-01-13,DELIVERED
2026011300175,1,22,2026-01-13,SHIPPED
2026011300176,4,21,2026-01-13,PENDING
2026011300177,5,16,2026-01-13,DELIVERED
2026011300178,1,19,2026-01-13,DELIVERED
2026011300179,5,88,2026-01-13,DELIVERED
2026011300180,3,64,2026-01-13,CONFIRMED
2026011300181,3,39,2026-01-13,SHIPPED
2026011300182,3,26,2026-01-13,CONFIRMED
2026011300183,5,30,2026-01-13,CONFIRMED
2026011300184,2,10,2026-01-13,SHIPPED
2026011300185,5,91,2026-01-13,DELIVERED
2026011300186,2,94,2026-01-13,SHIPPED
2026011300187,4,6,2026-01-13,CONFIRMED
2026011300188,5,15,2026-01-13,CONFIRMED
2026011300189,2,51,2026-01-13,CONFIRMED
2026011300190,5,14,2026-01-13,PENDING
2026011300191,3,65,2026-01-13,SHIPPED
2026011300192,1,18,2026-01-13,SHIPPED
2026011300193,4,93,2026-01-13,CONFIRMED
2026011300194,2,74,2026-01-13,CONFIRMED
2026011300195,1,74,2026-01-13,DELIVERED
2026011300196,2,54,2026-01-13,DELIVERED
2026011300197,4,94,2026-01-13,CONFIRMED
2026011300198,4,13,2026-01-13,CONFIRMED
2026011300199,1,9,2026-01-13,PENDING
2026011300200,4,77,2026-01-13,PENDING
2026011300201,5,55,2026-01-13,DELIVERED
2026011300202,4,43,2026-01-13,DELIVERED
2026011300203,3,30,2026-01-13,DELIVERED
2026011300204,2,56,2026-01-13,PENDING
2026011300205,3,45,2026-01-13,DELIVERED
2026011300206,2,65,2026-01-13,SHIPPED
2026011300207,5,56,2026-01-13,DELIVERED
2026011300208,2,74,2026-01-13,DELIVERED
2026011300209,5,84,2026-01-13,SHIPPED
2026011300210,1,80,2026-01-13,SHIPPED
2026011300211,2,85,2026-01-13,CONFIRMED
2026011300212,1,5,2026-01-13,CONFIRMED
2026011300213,4,5,2026-01-13,PENDING
2026011300214,3,30,2026-01-13,PENDING
2026011300215,3,67,2026-01-13,SHIPPED
2026011300216,4,54,2026-01-13,PENDING
2026011300217,3,66,2026-01-13,PENDING
2026011300218,3,75,2026-01-13,CONFIRMED
2026011300219,1,4,2026-01-13,CONFIRMED
2026011300220,1,38,2026-01-13,PENDING
2026011300221,1,15,2026-01-13,PENDING
2026011300222,4,72,2026-01-13,DELIVERED
2026011300223,2,21,2026-01-13,SHIPPED
2026011300224,2,41,2026-01-13,PENDING
2026011300225,2,1,2026-01-13,PENDING
2026011300226,3,76,2026-01-13,PENDING
2026011300227,2,24,2026-01-13,SHIPPED
2026011300228,4,92,2026-01-13,DELIVERED
2026011300229,3,30,2026-01-13,CONFIRMED
2026011300230,2,61,2026-01-13,DELIVERED
2026011300231,1,23,2026-01-13,PENDING
2026011300232,5,56,2026-01-13,PENDING
2026011300233,3,24,2026-01-13,PENDING
2026011300234,5,83,2026-01-13,SHIPPED
2026011300235,2,96,2026-01-13,SHIPPED
2026011300236,4,14,2026-01-13,SHIPPED
2026011300237,2,34,2026-01-13,CONFIRMED
2026011300238,1,24,2026-01-13,DELIVERED
2026011300239,4,33,2026-01-13,CONFIRMED
2026011300240,5,51,2026-01-13,CONFIRMED
2026011300241,2,100,2026-01-13,PENDING
2026011300242,5,76,2026-01-13,SHIPPED
2026011300243,1,19,2026-01-13,PENDING
2026011300244,4,3,2026-01-13,PENDING
2026011300245,4,55,2026-01-13,DELIVERED
2026011300246,1,81,2026-01-13,SHIPPED
2026011300247,5,82,2026-01-13,CONFIRMED
2026011300248,3,92,2026-01-13,SHIPPED
2026011300249,4,29,2026-01-13,SHIPPED
2026011300250,1,16,2026-01-13,CONFIRMED
2026011300251,1,6,2026-01-13,CONFIRMED
2026011300252,3,40,2026-01-13,DELIVERED
2026011300253,4,34,2026-01-13,PENDING
2026011300254,1,55,2026-01-13,PENDING
2026011300255,4,35,2026-01-13,CONFIRMED
2026011300256,2,87,2026-01-13,CONFIRMED
2026011300257,3,53,2026-01-13,DELIVERED
2026011300258,4,70,2026-01-13,PENDING
2026011300259,5,23,2026-01-13,CONFIRMED
2026011300260,5,72,2026-01-13,DELIVERED
2026011300261,2,63,2026-01-13,SHIPPED
2026011300262,4,14,2026-01-13,DELIVERED
2026011300263,3,14,2026-01-13,CONFIRMED
2026011300264,4,84,2026-01-13,SHIPPED
2026011300265,4,86,2026-01-13,CONFIRMED
2026011300266,4,36,2026-01-13,PENDING
2026011300267,2,37,2026-01-13,PENDING
2026011300268,2,63,2026-01-13,DELIVERED
2026011300269,1,28,2026-01-13,PENDING
2026011300270,2,63,2026-01-13,SHIPPED
2026011300271,1,75,2026-01-13,SHIPPED
2026011300272,4,88,2026-01-13,PENDING
2026011300273,1,100,2026-01-13,SHIPPED
2026011300274,3,63,2026-01-13,PENDING
2026011300275,2,53,2026-01-13,PENDING
2026011300276,4,30,2026-01-13,PENDING
2026011300277,4,16,2026-01-13,DELIVERED
2026011300278,4,74,2026-01-13,SHIPPED
2026011300279,4,70,2026-01-13,CONFIRMED
2026011300280,4,100,2026-01-13,SHIPPED
2026011300281,4,35,2026-01-13,PENDING
2026011300282,4,19,2026-01-13,PENDING
2026011300283,1,85,2026-01-13,PENDING
2026011300284,1,65,2026-01-13,CONFIRMED
2026011300285,4,24,2026-01-13,DELIVERED
2026011300286,2,22,2026-01-13,SHIPPED
2026011300287,3,69,2026-01-13,SHIPPED
2026011300288,1,94,2026-01-13,PENDING
2026011300289,4,37,2026-01-13,DELIVERED
2026011300290,3,56,2026-01-13,SHIPPED
2026011300291,3,62,2026-01-13,PENDING
2026011300292,3,28,2026-01-13,DELIVERED
2026011300293,4,11,2026-01-13,SHIPPED
2026011300294,3,62,2026-01-13,CONFIRMED
2026011300295,1,68,2026-01-13,DELIVERED
2026011300296,1,80,2026-01-13,SHIPPED
2026011300297,4,19,2026-01-13,DELIVERED
2026011300298,5,90,2026-01-13,DELIVERED
2026011300299,5,1,2026-01-13,SHIPPED
2026011300300,1,56,2026-01-13,CONFIRMED
2026011300301,5,72,2026-01-13,DELIVERED
2026011300302,5,36,2026-01-13,DELIVERED
2026011300303,5,82,2026-01-13,SHIPPED
2026011300304,1,26,2026-01-13,SHIPPED
2026011300305,2,30,2026-01-13,CONFIRMED
2026011300306,1,63,2026-01-13,SHIPPED
2026011300307,5,69,2026-01-13,DELIVERED
2026011300308,3,82,2026-01-13,PENDING
2026011300309,2,8,2026-01-13,CONFIRMED
2026011300310,2,78,2026-01-13,CONFIRMED
2026011300311,2,70,2026-01-13,DELIVERED
2026011300312,1,15,2026-01-13,SHIPPED
2026011300313,2,6,2026-01-13,DELIVERED
2026011300314,4,58,2026-01-13,DELIVERED
2026011300315,4,12,2026-01-13,SHIPPED
2026011300316,1,78,2026-01-13,SHIPPED
2026011300317,4,69,2026-01-13,DELIVERED
2026011300318,3,60,2026-01-13,CONFIRMED
2026011300319,5,80,2026-01-13,PENDING
2026011300320,3,77,2026-01-13,SHIPPED
2026011300321,3,27,2026-01-13,CONFIRMED
2026011300322,2,16,2026-01-13,PENDING
2026011300323,2,78,2026-01-13,SHIPPED
2026011300324,4,29,2026-01-13,DELIVERED
2026011300325,1,24,2026-01-13,DELIVERED
2026011300326,2,43,2026-01-13,CONFIRMED
2026011300327,2,26,2026-01-13,PENDING
2026011300328,4,75,2026-01-13,DELIVERED
2026011300329,1,94,2026-01-13,DELIVERED
2026011300330,4,89,2026-01-13,CONFIRMED
2026011300331,3,40,2026-01-13,DELIVERED
2026011300332,1,63,2026-01-13,DELIVERED
2026011300333,4,88,2026-01-13,CONFIRMED
2026011300334,3,14,2026-01-13,DELIVERED
2026011300335,2,32,2026-01-13,SHIPPED
2026011300336,4,48,2026-01-13,PENDING
2026011300337,4,85,2026-01-13,CONFIRMED
2026011300338,2,57,2026-01-13,SHIPPED
2026011300339,1,48,2026-01-13,CONFIRMED
2026011300340,1,69,2026-01-13,PENDING
2026011300341,5,100,2026-01-13,SHIPPED
2026011300342,2,50,2026-01-13,CONFIRMED
2026011300343,4,68,2026-01-13,SHIPPED
2026011300344,4,95,2026-01-13,DELIVERED
2026011300345,3,74,2026-01-13,PENDING
2026011300346,1,50,2026-01-13,DELIVERED
2026011300347,4,29,2026-01-13,SHIPPED
2026011300348,2,98,2026-01-13,CONFIRMED
2026011300349,4,81,2026-01-13,DELIVERED
2026011300350,3,78,2026-01-13,SHIPPED
2026011300351,1,29,2026-01-13,SHIPPED
2026011300352,1,21,2026-01-13,SHIPPED
2026011300353,4,30,2026-01-13,DELIVERED
2026011300354,2,77,2026-01-13,CONFIRMED
2026011300355,2,21,2026-01-13,SHIPPED
2026011300356,4,60,2026-01-13,SHIPPED
2026011300357,5,95,2026-01-13,DELIVERED
2026011300358,2,72,2026-01-13,DELIVERED
2026011300359,5,38,2026-01-13,CONFIRMED
2026011300360,3,1,2026-01-13,CONFIRMED
2026011300361,3,38,2026-01-13,DELIVERED
2026011300362,5,10,2026-01-13,SHIPPED
2026011300363,3,65,2026-01-13,CONFIRMED
2026011300364,4,55,2026-01-13,DELIVERED
2026011300365,2,26,2026-01-13,DELIVERED
2026011300366,4,81,2026-01-13,CONFIRMED
2026011300367,2,59,2026-01-13,SHIPPED
2026011300368,4,64,2026-01-13,DELIVERED
2026011300369,4,23,2026-01-13,SHIPPED
2026011300370,2,15,2026-01-13,CONFIRMED
2026011300371,2,18,2026-01-13,SHIPPED
2026011300372,4,41,2026-01-13,CONFIRMED
2026011300373,5,86,2026-01-13,DELIVERED
2026011300374,3,38,2026-01-13,DELIVERED
2026011300375,1,75,2026-01-13,CONFIRMED
2026011300376,5,79,2026-01-13,SHIPPED
2026011300377,3,57,2026-01-13,CONFIRMED
2026011300378,4,59,2026-01-13,CONFIRMED
2026011300379,4,25,2026-01-13,CONFIRMED
2026011300380,2,58,2026-01-13,PENDING
2026011300381,5,24,2026-01-13,SHIPPED
2026011300382,4,48,2026-01-13,CONFIRMED
2026011300383,5,56,2026-01-13,DELIVERED
2026011300384,1,14,2026-01-13,SHIPPED
2026011300385,3,16,2026-01-13,SHIPPED
2026011300386,4,27,2026-01-13,CONFIRMED
2026011300387,4,61,2026-01-13,DELIVERED
2026011300388,3,73,2026-01-13,CONFIRMED
2026011300389,1,41,2026-01-13,DELIVERED
2026011300390,1,6,2026-01-13,CONFIRMED
2026011300391,4,94,2026-01-13,PENDING
2026011300392,5,81,2026-01-13,SHIPPED
2026011300393,2,4,2026-01-13,SHIPPED
2026011300394,2,92,2026-01-13,SHIPPED
2026011300395,4,30,2026-01-13,SHIPPED
2026011300396,2,96,2026-01-13,DELIVERED
2026011300397,1,68,2026-01-13,DELIVERED
2026011300398,1,51,2026-01-13,CONFIRMED
2026011300399,2,12,2026-01-13,CONFIRMED
2026011300400,4,9,2026-01-13,SHIPPED
2026011300401,4,46,2026-01-13,SHIPPED
2026011300402,5,2,2026-01-13,SHIPPED
2026011300403,4,47,2026-01-13,PENDING
2026011300404,1,19,2026-01-13,SHIPPED
2026011300405,1,17,2026-01-13,CONFIRMED
2026011300406,3,43,2026-01-13,PENDING
2026011300407,5,35,2026-01-13,DELIVERED
2026011300408,5,15,2026-01-13,DELIVERED
2026011300409,4,76,2026-01-13,DELIVERED
2026011300410,3,11,2026-01-13,SHIPPED
2026011300411,2,9,2026-01-13,CONFIRMED
2026011300412,2,93,2026-01-13,SHIPPED
2026011300413,5,100,2026-01-13,SHIPPED
2026011300414,5,34,2026-01-13,DELIVERED
2026011300415,5,39,2026-01-13,PENDING
2026011300416,3,48,2026-01-13,PENDING
2026011300417,5,91,2026-01-13,PENDING
2026011300418,2,43,2026-01-13,PENDING
2026011300419,4,36,2026-01-13,SHIPPED
2026011300420,4,26,2026-01-13,CONFIRMED
2026011300421,3,68,2026-01-13,SHIPPED
2026011300422,3,94,2026-01-13,PENDING
2026011300423,4,2,2026-01-13,CONFIRMED
2026011300424,4,59,2026-01-13,PENDING
2026011300425,5,22,2026-01-13,SHIPPED
2026011300426,2,8,2026-01-13,PENDING
2026011300427,1,13,2026-01-13,CONFIRMED
2026011300428,3,23,2026-01-13,PENDING
2026011300429,4,29,2026-01-13,PENDING
2026011300430,2,89,2026-01-13,PENDING
2026011300431,3,23,2026-01-13,SHIPPED
2026011300432,2,95,2026-01-13,PENDING
2026011300433,4,47,2026-01-13,SHIPPED
2026011300434,1,60,2026-01-13,PENDING
2026011300435,2,82,2026-01-13,CONFIRMED
2026011300436,4,49,2026-01-13,DELIVERED
2026011300437,4,29,2026-01-13,SHIPPED
2026011300438,3,65,2026-01-13,SHIPPED
2026011300439,1,47,2026-01-13,SHIPPED
2026011300440,1,28,2026-01-13,SHIPPED
2026011300441,1,82,2026-01-13,CONFIRMED
2026011300442,4,27,2026-01-13,SHIPPED
2026011300443,5,94,2026-01-13,PENDING
2026011300444,2,75,2026-01-13,SHIPPED
2026011300445,1,100,2026-01-13,PENDING
2026011300446,1,100,2026-01-13,DELIVERED
2026011300447,5,98,2026-01-13,PENDING
2026011300448,1,52,2026-01-13,PENDING
2026011300449,3,95,2026-01-13,SHIPPED
2026011300450,5,76,2026-01-13,SHIPPED
2026011300451,3,70,2026-01-13,PENDING
2026011300452,1,72,2026-01-13,CONFIRMED
2026011300453,1,20,2026-01-13,DELIVERED
2026011300454,3,40,2026-01-13,SHIPPED
2026011300455,5,63,2026-01-13,PENDING
2026011300456,2,1,2026-01-13,DELIVERED
2026011300457,5,28,2026-01-13,DELIVERED
2026011300458,4,100,2026-01-13,DELIVERED
2026011300459,4,61,2026-01-13,PENDING
2026011300460,2,4,2026-01-13,CONFIRMED
2026011300461,3,24,2026-01-13,DELIVERED
2026011300462,2,82,2026-01-13,DELIVERED
2026011300463,2,75,2026-01-13,PENDING
2026011300464,2,26,2026-01-13,DELIVERED
2026011300465,2,7,2026-01-13,DELIVERED
2026011300466,1,87,2026-01-13,DELIVERED
2026011300467,2,49,2026-01-13,CONFIRMED
2026011300468,2,47,2026-01-13,DELIVERED
2026011300469,4,53,2026-01-13,PENDING
2026011300470,4,73,2026-01-13,SHIPPED
2026011300471,5,55,2026-01-13,SHIPPED
2026011300472,4,30,2026-01-13,PENDING
2026011300473,2,26,2026-01-13,SHIPPED
2026011300474,1,90,2026-01-13,DELIVERED
2026011300475,4,55,2026-01-13,DELIVERED
2026011300476,2,72,2026-01-13,DELIVERED
2026011300477,2,49,2026-01-13,PENDING
2026011300478,5,51,2026-01-13,SHIPPED
2026011300479,2,3,2026-01-13,PENDING
2026011300480,3,68,2026-01-13,PENDING
2026011300481,3,29,2026-01-13,SHIPPED
2026011300482,2,21,2026-01-13,PENDING
2026011300483,2,92,2026-01-13,CONFIRMED
2026011300484,1,31,2026-01-13,SHIPPED
2026011300485,5,58,2026-01-13,SHIPPED
2026011300486,4,97,2026-01-13,DELIVERED
2026011300487,2,6,2026-01-13,SHIPPED
2026011300488,3,86,2026-01-13,PENDING
2026011300489,3,80,2026-01-13,SHIPPED
2026011300490,2,4,2026-01-13,CONFIRMED
2026011300491,1,43,2026-01-13,CONFIRMED
2026011300492,5,7,2026-01-13,CONFIRMED
2026011300493,2,39,2026-01-13,DELIVERED
2026011300494,5,20,2026-01-13,DELIVERED
2026011300495,3,54,2026-01-13,PENDING
2026011300496,2,99,2026-01-13,SHIPPED
2026011300497,5,100,2026-01-13,DELIVERED
2026011300498,2,45,2026-01-13,DELIVERED
2026011300499,5,77,2026-01-13,DELIVERED
2026011300500,1,36,2026-01-13,PENDING
2026011300501,2,53,2026-01-13,SHIPPED
2026011300502,3,44,2026-01-13,SHIPPED
2026011300503,4,15,2026-01-13,SHIPPED
2026011300504,5,67,2026-01-13,CONFIRMED
2026011300505,5,57,2026-01-13,PENDING
2026011300506,1,46,2026-01-13,SHIPPED
2026011300507,1,94,2026-01-13,SHIPPED
2026011300508,2,86,2026-01-13,PENDING
2026011300509,4,83,2026-01-13,SHIPPED
2026011300510,3,87,2026-01-13,PENDING
2026011300511,3,13,2026-01-13,CONFIRMED
2026011300512,3,18,2026-01-13,CONFIRMED
2026011300513,4,20,2026-01-13,PENDING
2026011300514,5,81,2026-01-13,PENDING
2026011300515,3,5,2026-01-13,PENDING
2026011300516,2,45,2026-01-13,DELIVERED
2026011300517,5,85,2026-01-13,SHIPPED
2026011300518,5,71,2026-01-13,PENDING
2026011300519,4,53,2026-01-13,DELIVERED
2026011300520,4,64,2026-01-13,PENDING
2026011300521,1,35,2026-01-13,DELIVERED
2026011300522,2,22,2026-01-13,DELIVERED
2026011300523,5,50,2026-01-13,SHIPPED
2026011300524,3,7,2026-01-13,PENDING
2026011300525,5,29,2026-01-13,CONFIRMED
2026011300526,2,10,2026-01-13,PENDING
2026011300527,3,48,2026-01-13,DELIVERED
2026011300528,1,73,2026-01-13,PENDING
2026011300529,2,31,2026-01-13,SHIPPED
2026011300530,2,79,2026-01-13,DELIVERED
2026011300531,1,61,2026-01-13,CONFIRMED
2026011300532,1,98,2026-01-13,CONFIRMED
2026011300533,4,69,2026-01-13,SHIPPED
2026011300534,2,88,2026-01-13,DELIVERED
2026011300535,5,34,2026-01-13,DELIVERED
2026011300536,4,64,2026-01-13,DELIVERED
2026011300537,4,41,2026-01-13,PENDING
2026011300538,3,16,2026-01-13,PENDING
2026011300539,1,77,2026-01-13,CONFIRMED
2026011300540,1,54,2026-01-13,CONFIRMED
2026011300541,1,53,2026-01-13,CONFIRMED
2026011300542,4,55,2026-01-13,SHIPPED
2026011300543,4,85,2026-01-13,PENDING
2026011300544,5,94,2026-01-13,SHIPPED
2026011300545,1,85,2026-01-13,PENDING
2026011300546,4,100,2026-01-13,DELIVERED
2026011300547,3,48,2026-01-13,PENDING
2026011300548,1,21,2026-01-13,CONFIRMED
2026011300549,5,84,2026-01-13,SHIPPED
2026011300550,4,58,2026-01-13,DELIVERED
2026011300551,1,79,2026-01-13,DELIVERED
2026011300552,4,68,2026-01-13,CONFIRMED
2026011300553,3,55,2026-01-13,SHIPPED
2026011300554,4,75,2026-01-13,DELIVERED
2026011300555,4,21,2026-01-13,SHIPPED
2026011300556,3,29,2026-01-13,SHIPPED
2026011300557,3,45,2026-01-13,DELIVERED
2026011300558,4,86,2026-01-13,CONFIRMED
2026011300559,5,2,2026-01-13,SHIPPED
2026011300560,1,94,2026-01-13,CONFIRMED
2026011300561,5,68,2026-01-13,SHIPPED
2026011300562,3,60,2026-01-13,PENDING
2026011300563,4,81,2026-01-13,DELIVERED
2026011300564,1,71,2026-01-13,CONFIRMED
2026011300565,1,82,2026-01-13,CONFIRMED
2026011300566,1,64,2026-01-13,SHIPPED
2026011300567,3,45,2026-01-13,DELIVERED
2026011300568,1,50,2026-01-13,SHIPPED
2026011300569,3,58,2026-01-13,CONFIRMED
2026011300570,1,27,2026-01-13,CONFIRMED
2026011300571,4,35,2026-01-13,CONFIRMED
2026011300572,4,40,2026-01-13,DELIVERED
2026011300573,3,10,2026-01-13,SHIPPED
2026011300574,3,50,2026-01-13,CONFIRMED
2026011300575,1,62,2026-01-13,SHIPPED
2026011300576,4,50,2026-01-13,DELIVERED
2026011300577,1,84,2026-01-13,CONFIRMED
2026011300578,2,6,2026-01-13,DELIVERED
2026011300579,3,29,2026-01-13,CONFIRMED
2026011300580,4,81,2026-01-13,PENDING
2026011300581,3,69,2026-01-13,SHIPPED
2026011300582,5,90,2026-01-13,DELIVERED
2026011300583,2,53,2026-01-13,PENDING
2026011300584,4,56,2026-01-13,PENDING
2026011300585,1,59,2026-01-13,CONFIRMED
2026011300586,5,26,2026-01-13,PENDING
2026011300587,2,99,2026-01-13,DELIVERED
